Week,Compulsive Use,On MOUD,Withdrawal,Fatal Overdose,Death,Cumulative_Overdose_Deaths,Alive,Scenario
121,108352.5244592639,20437.823285722818,162599.85508070412,13.663251836911476,8595.701988107676,2700.7552620041647,291390.20282569085,Intervention
122,107759.91802984988,20309.156705851292,163259.70286987213,13.588909293260466,8657.196484319156,2714.344171297425,291328.7776055733,Intervention
123,107175.60702868391,20182.195430937703,163909.6360178668,13.515607276915707,8718.603837779128,2727.8597785743405,291267.4384774884,Intervention
124,106599.47287002669,20056.921271581108,164549.7902208014,13.443330909729625,8779.925142557058,2741.30310948407,291206.18436240917,Intervention
125,106031.39865865615,19933.315931358375,165180.29960669822,13.372065525860839,8841.16147710349,2754.6751750099306,291145.01419671276,Intervention
126,105471.26916607603,19811.361030076954,165801.29673580744,13.301796668773898,8902.313904472918,2767.9769716787046,291083.9269319604,Intervention
127,104918.97080704098,19691.038125410614,166412.91260222963,13.232510088279685,8963.38347254351,2781.209481766984,291022.9215346812,Intervention
128,104374.39161639508,19572.32873301717,167015.27663674575,13.16419173761604,9024.371214233717,2794.3736735046,290961.996986158,Intervention
129,103837.42122622063,19455.214345231394,167608.51671076487,13.096827770568128,9085.278147715824,2807.4705012751683,290901.1522822169,Intervention
130,103307.95084329415,19339.676448420712,168192.7591413049,13.030404538628153,9146.105276626477,2820.5009058137966,290840.38643301977,Intervention
131,102785.873226846,19225.696539086082,168768.12869692725,12.964908588193918,9206.853590274224,2833.4658144019904,290779.6984628593,Intervention
132,102271.08266662096,19113.2561387855,169334.74860455102,12.900326657805808,9267.524063844128,2846.366141059796,290719.0874099575,Intervention
133,101763.4749612359,19002.336807952972,169892.7405570774,12.836645675421735,9328.11765859946,2859.2027867352176,290658.5523262663,Intervention
134,101262.94739683175,18892.92015868147,170442.22472175863,12.773852755729598,9388.63532208055,2871.976639490947,290598.09227727185,Intervention
135,100769.39872601624,18784.9878665342,170983.31974925066,12.711935197496809,9449.077988300805,2884.6885746884436,290537.7063418011,Intervention
136,100282.72914709417,18678.521681444778,171516.14278329213,12.650880480956456,9509.446577939952,2897.3394551694,290477.39361183107,Intervention
137,99802.8402835819,18573.50343776321,172040.80947095598,12.590676265229597,9569.74199853453,2909.9301314346294,290417.1531923011,Intervention
138,99329.63516400282,18469.91506350117,172557.4339734235,12.531310385783337,9629.965144665679,2922.461441820413,290356.9842009275,Intervention
139,98863.01820196044,18367.738588826865,173066.12897723375,12.472770851924128,9690.11689814427,2934.934212672337,290296.88576802105,Intervention
140,98402.89517648591,18266.95615385684,173567.00570596437,12.41504584432598,9750.198128193384,2947.3492585166628,290236.8570363071,Intervention
141,97949.17321265649,18167.550015789067,174060.17393230245,12.35812371259303,9810.209691628217,2959.707382229256,290176.897160748,Intervention
142,97501.7607624819,18069.502555419163,174545.74199046718,12.301992972856112,9870.152433033409,2972.009375202112,290117.00530836824,Intervention
143,97060.5675860552,17972.796283079006,175023.81678894785,12.246642305402858,9930.027184937862,2984.256017507515,290057.18065808207,Intervention
144,96625.50473296492,17877.413844034603,175494.50382352396,12.192060552340896,9989.83476798707,2996.448078059856,289997.4224005235,Intervention
145,96196.48452396523,17783.338023377946,175957.90719053557,12.138236715293777,10049.575991112979,3008.5863147751497,289937.7297378788,Intervention
146,95773.42053290103,17690.551750445426,176414.12960037476,12.085159953129114,10109.251651701454,3020.671474728279,289878.1018837212,Intervention
147,95356.22756888445,17599.038102793416,176863.27239117058,12.0328195797186,10168.862535757344,3032.7042943079978,289818.53806284844,Intervention
148,94944.82165872013,17508.78030975986,177305.4355426419,11.981205061729431,10228.4094180672,3044.685499369727,289759.0375111219,Intervention
149,94539.12002957541,17419.761755638832,177740.71769009435,11.930306016446773,10287.893062359672,3056.6158053861736,289699.59947530855,Intervention
150,94139.04109189291,17331.96598249354,178169.21613853873,11.88011220962679,10347.314221463625,3068.4959175958006,289640.2232129252,Intervention
151,93744.50442254204,17245.3766926316,178591.02687691068,11.830613553379928,10406.673637463999,3080.3265311491805,289580.90799208434,Intervention
152,93355.4307482065,17159.977750765007,179006.24459237154,11.781800104083956,10465.972041855446,3092.1083312532646,289521.65309134306,Intervention
153,92971.74192900454,17075.7531858759,179414.96268467302,11.733662060326441,10525.21015569378,3103.841993313591,289462.45779955346,Intervention
154,92593.36094233909,16992.68719280782,179817.27328056854,11.6861897608762,10584.388689745256,3115.528183074467,289403.32141571544,Intervention
155,92220.21186697483,16910.764133601147,180213.26724825567,11.639373682683411,10643.508344633738,3127.1675567571506,289344.24324883166,Intervention
156,91852.21986733882,16829.968538590052,180603.03421183542,11.593204438907941,10702.56981098575,3138.7607611960584,289285.22261776426,Intervention
157,91489.31117804222,16750.285107277417,180986.66256577455,11.547672776975512,10761.573769573466,3150.308433973034,289226.2588510942,Intervention
158,91131.41308861978,16671.69870900309,181364.23948935888,11.502769576661391,10820.52089145566,3161.811203549695,289167.3512869817,Intervention
159,90778.45392848444,16594.19438341986,181735.8509611257,11.458485848201137,10879.41183811664,3173.2696893978964,289108.49927303,Intervention
160,90430.36305209399,16517.757340790813,182101.58177326457,11.414812730428105,10938.247261603203,3184.6845021283243,289049.7021661494,Intervention
161,90087.07082432717,16442.37296212064,182461.515545977,11.371741488937335,10997.027804659629,3196.0562436172618,288990.9593324248,Intervention
162,89748.50860606598,16368.026799132982,182815.7347417852,11.329263514275427,11055.754100860755,3207.385507131537,288932.27014698414,Intervention
163,89414.60873998202,16294.704574104906,183164.3206797823,11.287370320156075,11114.426774743144,3218.6728774516932,288873.63399386924,Intervention
164,89085.30453652352,16222.392179569075,183507.3535498153,11.246053541700928,11173.046441934383,3229.918930993394,288815.0502659079,Intervention
165,88760.53026010066,16151.075677893452,183844.9124265946,11.20530493370538,11231.613709280527,3241.1242359270996,288756.51836458873,Intervention
166,88440.22111546637,16080.741300747784,184177.07528372257,11.165116368928976,11290.129174971742,3252.2893522960285,288698.0376999367,Intervention
167,88124.31323429004,16011.375448465536,184503.91900763608,11.125479836410094,11348.593428666125,3263.4148321324387,288639.60769039165,Intervention
168,87812.74366192134,15942.964689309407,184825.51941145648,11.08638743980456,11407.00705161178,3274.5012195722434,288581.22776268725,Intervention
169,87505.45034434176,15875.495758648052,185141.95124874284,11.04783139574787,11465.370616767133,3285.549050967991,288522.89735173265,Intervention
170,87202.37211530104,15808.955558051144,185453.2882271435,11.009804032240684,11523.684688919542,3296.5588550002317,288464.6159004957,Intervention
171,86903.44868363615,15743.331154309471,185759.60302194156,10.972297787057279,11581.949824802197,3307.531152787289,288406.3828598872,Intervention
172,86608.62062077028,15678.609778386353,186060.96728949095,10.935305206176617,11640.166573209362,3318.4664579934656,288348.19768864755,Intervention
173,86317.82934838923,15614.778824306228,186357.4516805394,10.898818942235765,11698.335475109963,3329.3652769357013,288290.05985323485,Intervention
174,86031.01712629286,15551.825847985929,186649.12585343525,10.862831753005292,11756.457063759555,3340.2281086887065,288231.96882771404,Intervention
175,85748.12704041915,15489.738566013793,186936.0584872155,10.827336499886382,11814.531864810686,3351.055445188593,288173.92409364844,Intervention
176,85469.10299103844,15428.504854381428,187218.31729457236,10.792326146429332,11872.560396421688,3361.847771335022,288115.92513999227,Intervention
177,85193.88968111554,15368.112747172625,187495.96903469673,10.757793756873168,11930.543169363908,3372.605565091895,288057.9714629849,Intervention
178,84922.43260483738,15308.550435213676,187769.07952599577,10.72373249470603,11988.480687127409,3383.329297586601,288000.06256604684,Intervention
179,84654.67803630374,15249.806264689005,188037.71365868382,10.690135621246107,12046.373446025158,3394.019433207847,287942.19795967656,Intervention
180,84390.57301837906,15191.86873572582,188301.93540724477,10.656996494242756,12104.221935295727,3404.67642970209,287884.37716134964,Intervention
181,84130.06535170283,15134.72650095123,188561.8078427646,10.62430856649758,12162.026637204519,3415.300738268588,287826.59969541867,Intervention
182,83873.10358385643,15078.36836402504,188817.39314513333,10.59206538450516,12219.788027143553,3425.892803653093,287768.8650930148,Intervention
183,83619.63699868435,15022.783278151242,189068.75261511546,10.560260587113165,12277.506573729823,3436.453064240206,287711.17289195105,Intervention
184,83369.6156057674,14967.960344571002,189315.94668628796,10.528887904201577,12335.182738902244,3446.9819521444074,287653.5226366264,Intervention
185,83122.9901300459,14913.888811039757,189559.03493684583,10.497941155380744,12392.816978017217,3457.4798932997883,287595.9138779315,Intervention
186,82879.7120015909,14860.558070290874,189798.07610127438,10.467414248708009,12450.409739942823,3467.947307548496,287538.34617315617,Intervention
187,82639.73334552094,14807.957658488147,190033.12808188825,10.437301179422658,12507.961467151674,3478.384608727919,287480.81908589735,Intervention
188,82403.00697206278,14756.077253669235,190264.24796023717,10.407596028698908,12565.47259581243,3488.792204756618,287423.3321859692,Intervention
189,82169.48636675371,14704.906674182035,190491.49200837815,10.378292962416701,12622.943555880021,3499.1704977190348,287365.8850493139,Intervention
190,81939.12568078368,14654.435877115826,190714.9157000146,10.349386229950042,12680.374771184555,3509.519883948985,287308.4772579141,Intervention
191,81711.87972147505,14604.654956728871,190934.57372150247,10.320870162972632,12737.766659518977,3519.8407541119577,287251.1083997064,Intervention
192,81487.70394289833,14555.554142874083,191150.51998272375,10.292739174280543,12795.119632725458,3530.1334932862383,287193.77806849615,Intervention
193,81266.55443662163,14507.123799424233,191362.8076278277,10.264987756631733,12852.434096780566,3540.39848104287,287136.48586387356,Intervention
194,81048.3879225923,14459.35442269804,191571.48904584037,10.237610481602093,12909.710451879191,3550.6360915244722,287079.2313911307,Intervention
195,80833.16174014851,14412.236639888435,191776.6158811432,10.210601998457879,12966.949092517303,3560.8466935229303,287022.0142611801,Intervention
196,80620.83383915927,14365.76120749417,191978.2390438209,10.183957033044202,13024.150407573496,3571.0306505559747,286964.83409047435,Intervention
197,80411.36277129094,14319.919009755835,192176.40871987978,10.157670386689418,13081.314780389384,3581.188320942664,286907.6905009266,Intervention
198,80204.70768139826,14274.701057097314,192371.17438133684,10.131736935125195,13138.442588848842,3591.320057877789,286850.58311983244,Intervention
199,80000.82829903856,14230.098484573586,192562.58479618098,10.10615162742195,13195.534205456108,3601.4262095052113,286793.5115797931,Intervention
200,79799.68493010696,14186.10255032573,192750.6880382068,10.080909484939564,13252.589997412775,3611.507118990151,286736.4755186395,Intervention
201,79601.23844859104,14142.70463404392,192935.53149672205,10.05600560029303,13309.610326693679,3621.563124590444,286679.474579357,Intervention
202,79405.45028844345,14099.896235439124,193117.1618861296,10.031435136332924,13366.595550121696,3631.5945597267773,286622.5084100122,Intervention
203,79212.28243557039,14057.668972724181,193295.62525538504,10.007193325140438,13423.546019441479,3641.601753051918,286565.5766636796,Intervention
204,79021.69741993476,14016.014581104846,193470.96699733104,9.98327546703677,13480.462081392132,3651.585028518955,286508.67899837065,Intervention
205,78833.65830777197,13974.924911281369,193643.23185790915,9.959676929606658,13537.344077778842,3661.5447054485617,286451.81507696246,Intervention
206,78648.12869391705,13934.391927961096,193812.46394525043,9.936393146735922,13594.192345543499,3671.4810985952977,286394.9845671286,Intervention
207,78465.07269424145,13894.407708382581,193978.70673864603,9.913419617662706,13651.007216834289,3681.3945182129605,286338.18714127,Intervention
208,78284.4549381978,13854.964440851574,194142.00309739864,9.890751906042327,13707.7890190743,3691.2852701190027,286281.422476448,Intervention
209,78106.2405614713,13816.054423289315,194302.39526955623,9.868385639025474,13764.538075029152,3701.153655758028,286224.69025431684,Intervention
210,77930.39519873618,13777.670061793431,194459.9249005289,9.846316506349586,13821.254702873644,3710.9999722643774,286167.9901610585,Intervention
211,77756.88497651559,13739.80386921175,194614.6330415903,9.82454025944323,13877.939216257462,3720.824512523821,286111.32188731764,Intervention
212,77585.67650614362,13702.448463729314,194766.5601582649,9.803052710543286,13934.591924369937,3730.6275652343643,286054.6851281378,Intervention
213,77416.73687682798,13665.596567468807,194915.74613860185,9.781849731824744,13991.213132003879,3740.409414966189,285998.07958289864,Intervention
214,77250.03364881175,13629.24100510463,195062.23030133705,9.760927254542963,14047.803139618502,3750.170342220732,285941.50495525345,Intervention
215,77085.53484663293,13593.374702490786,195206.05140394456,9.740281268188182,14104.362243401441,3759.91062348892,285884.9609530683,Intervention
